chr6	0	750000	0	80
chr6	0	1000000	1	81
chr6	0	1250000	2	85
chr6	250000	1500000	3	71
chr6	500000	1750000	4	30
chr6	750000	2000000	5	28
chr6	1000000	2250000	6	36
chr6	1250000	2500000	7	32
chr6	1500000	2750000	8	25
chr6	1750000	3000000	9	39
chr6	2000000	3250000	10	51
chr6	2250000	3500000	11	54
chr6	2500000	3750000	12	55
chr6	2750000	4000000	13	59
chr6	3000000	4250000	14	46
chr6	3250000	4500000	15	28
chr6	3500000	4750000	16	17
chr6	3750000	5000000	17	40
chr6	4000000	5250000	18	47
chr6	4250000	5500000	19	56
chr6	4500000	5750000	20	70
chr6	4750000	6000000	21	71
chr6	5000000	6250000	22	48
chr6	5250000	6500000	23	44
chr6	5500000	6750000	24	55
chr6	5750000	7000000	25	53
chr6	6000000	7250000	26	93
chr6	6250000	7500000	27	101
chr6	6500000	7750000	28	94
chr6	6750000	8000000	29	74
chr6	7000000	8250000	30	65
chr6	7250000	8500000	31	26
chr6	7500000	8750000	32	17
chr6	7750000	9000000	33	15
chr6	8000000	9250000	34	6
chr6	8250000	9500000	35	3
chr6	8500000	9750000	36	3
chr6	8750000	10000000	37	4
chr6	9000000	10250000	38	4
chr6	9250000	10500000	39	7
chr6	9500000	10750000	40	20
chr6	9750000	11000000	41	19
chr6	10000000	11250000	42	30
chr6	10250000	11500000	43	78
chr6	10500000	11750000	44	94
chr6	10750000	12000000	45	103
chr6	11000000	12250000	46	140
chr6	11250000	12500000	47	146
chr6	11500000	12750000	48	101
chr6	11750000	13000000	49	83
chr6	12000000	13250000	50	63
chr6	12250000	13500000	51	73
chr6	12500000	13750000	52	73
chr6	12750000	14000000	53	73
chr6	13000000	14250000	54	89
chr6	13250000	14500000	55	91
chr6	13500000	14750000	56	50
chr6	13750000	15000000	57	39
chr6	14000000	15250000	58	42
chr6	14250000	15500000	59	114
chr6	14500000	15750000	60	122
chr6	14750000	16000000	61	128
chr6	15000000	16250000	62	131
chr6	15250000	16500000	63	158
chr6	15500000	16750000	64	92
chr6	15750000	17000000	65	88
chr6	16000000	17250000	66	75
chr6	16250000	17500000	67	66
chr6	16500000	17750000	68	46
chr6	16750000	18000000	69	25
chr6	17000000	18250000	70	34
chr6	17250000	18500000	71	36
chr6	17500000	18750000	72	35
