chrX	0	750000	0	0
chrX	0	1000000	1	0
chrX	0	1250000	2	0
chrX	250000	1500000	3	0
chrX	500000	1750000	4	0
chrX	750000	2000000	5	0
chrX	1000000	2250000	6	0
chrX	1250000	2500000	7	0
chrX	1500000	2750000	8	0
chrX	1750000	3000000	9	0
chrX	2000000	3250000	10	0
chrX	2250000	3500000	11	0
chrX	2500000	3750000	12	0
chrX	2750000	4000000	13	0
chrX	3000000	4250000	14	0
chrX	3250000	4500000	15	0
chrX	3500000	4750000	16	0
chrX	3750000	5000000	17	0
chrX	4000000	5250000	18	0
chrX	4250000	5500000	19	0
chrX	4500000	5750000	20	0
chrX	4750000	6000000	21	0
chrX	5000000	6250000	22	3
chrX	5250000	6500000	23	6
chrX	5500000	6750000	24	6
chrX	5750000	7000000	25	6
chrX	6000000	7250000	26	8
chrX	6250000	7500000	27	10
chrX	6500000	7750000	28	24
chrX	6750000	8000000	29	39
chrX	7000000	8250000	30	51
chrX	7250000	8500000	31	51
chrX	7500000	8750000	32	46
chrX	7750000	9000000	33	30
chrX	8000000	9250000	34	15
chrX	8250000	9500000	35	4
chrX	8500000	9750000	36	3
chrX	8750000	10000000	37	3
chrX	9000000	10250000	38	4
chrX	9250000	10500000	39	5
chrX	9500000	10750000	40	11
chrX	9750000	11000000	41	12
chrX	10000000	11250000	42	12
chrX	10250000	11500000	43	18
chrX	10500000	11750000	44	25
chrX	10750000	12000000	45	26
chrX	11000000	12250000	46	45
chrX	11250000	12500000	47	50
chrX	11500000	12750000	48	44
chrX	11750000	13000000	49	45
chrX	12000000	13250000	50	46
chrX	12250000	13500000	51	27
chrX	12500000	13750000	52	23
chrX	12750000	14000000	53	22
chrX	13000000	14250000	54	13
chrX	13250000	14500000	55	5
chrX	13500000	14750000	56	2
chrX	13750000	15000000	57	2
chrX	14000000	15250000	58	1
chrX	14250000	15500000	59	2
chrX	14500000	15750000	60	2
chrX	14750000	16000000	61	2
chrX	15000000	16250000	62	1
chrX	15250000	16500000	63	1
chrX	15500000	16750000	64	1
chrX	15750000	17000000	65	3
chrX	16000000	17250000	66	3
chrX	16250000	17500000	67	3
chrX	16500000	17750000	68	11
chrX	16750000	18000000	69	10
chrX	17000000	18250000	70	9
chrX	17250000	18500000	71	9
chrX	17500000	18750000	72	9
chrX	17750000	19000000	73	1
chrX	18000000	19250000	74	2
chrX	18250000	19500000	75	1
chrX	18500000	19750000	76	1
chrX	18750000	20000000	77	4
chrX	19000000	20250000	78	5
chrX	19250000	20500000	79	7
chrX	19500000	20750000	80	13
chrX	19750000	21000000	81	21
chrX	20000000	21250000	82	20
chrX	20250000	21500000	83	20
chrX	20500000	21750000	84	17
chrX	20750000	22000000	85	11
chrX	21000000	22250000	86	3
chrX	21250000	22500000	87	1
chrX	21500000	22750000	88	0
chrX	21750000	23000000	89	2
chrX	22000000	23250000	90	3
chrX	22250000	23500000	91	5
chrX	22500000	23750000	92	6
chrX	22750000	24000000	93	6
chrX	23000000	24250000	94	4
chrX	23250000	24500000	95	3
chrX	23500000	24750000	96	1
chrX	23750000	25000000	97	0
chrX	24000000	25250000	98	0
chrX	24250000	25500000	99	0
chrX	24500000	25750000	100	0
chrX	24750000	26000000	101	0
chrX	25000000	26250000	102	0
chrX	25250000	26500000	103	0
chrX	25500000	26750000	104	0
chrX	25750000	27000000	105	0
chrX	26000000	27250000	106	0
chrX	26250000	27500000	107	0
chrX	26500000	27750000	108	0
chrX	26750000	28000000	109	0
chrX	27000000	28250000	110	0
chrX	27250000	28500000	111	0
chrX	27500000	28750000	112	0
chrX	27750000	29000000	113	0
chrX	28000000	29250000	114	0
chrX	28250000	29500000	115	0
chrX	28500000	29750000	116	0
chrX	28750000	30000000	117	0
chrX	29000000	30250000	118	0
chrX	29250000	30500000	119	0
chrX	29500000	30750000	120	0
chrX	29750000	31000000	121	0
chrX	30000000	31250000	122	0
chrX	30250000	31500000	123	0
chrX	30500000	31750000	124	0
chrX	30750000	32000000	125	0
chrX	31000000	32250000	126	0
chrX	31250000	32500000	127	0
chrX	31500000	32750000	128	0
chrX	31750000	33000000	129	0
chrX	32000000	33250000	130	0
chrX	32250000	33500000	131	0
chrX	32500000	33750000	132	0
chrX	32750000	34000000	133	0
chrX	33000000	34250000	134	0
chrX	33250000	34500000	135	0
chrX	33500000	34750000	136	0
chrX	33750000	35000000	137	0
chrX	34000000	35250000	138	0
chrX	34250000	35500000	139	0
chrX	34500000	35750000	140	0
chrX	34750000	36000000	141	1
chrX	35000000	36250000	142	2
chrX	35250000	36500000	143	3
chrX	35500000	36750000	144	6
chrX	35750000	37000000	145	16
chrX	36000000	37250000	146	19
chrX	36250000	37500000	147	18
chrX	36500000	37750000	148	17
chrX	36750000	38000000	149	14
chrX	37000000	38250000	150	7
chrX	37250000	38500000	151	6
chrX	37500000	38750000	152	9
chrX	37750000	39000000	153	9
chrX	38000000	39250000	154	9
chrX	38250000	39500000	155	6
chrX	38500000	39750000	156	3
chrX	38750000	40000000	157	0
chrX	39000000	40250000	158	0
chrX	39250000	40500000	159	0
chrX	39500000	40750000	160	0
chrX	39750000	41000000	161	0
chrX	40000000	41250000	162	0
chrX	40250000	41500000	163	2
chrX	40500000	41750000	164	2
chrX	40750000	42000000	165	3
chrX	41000000	42250000	166	6
chrX	41250000	42500000	167	14
chrX	41500000	42750000	168	13
chrX	41750000	43000000	169	13
chrX	42000000	43250000	170	12
chrX	42250000	43500000	171	10
chrX	42500000	43750000	172	2
chrX	42750000	44000000	173	1
chrX	43000000	44250000	174	1
chrX	43250000	44500000	175	2
chrX	43500000	44750000	176	1
chrX	43750000	45000000	177	2
chrX	44000000	45250000	178	2
chrX	44250000	45500000	179	2
chrX	44500000	45750000	180	1
chrX	44750000	46000000	181	1
chrX	45000000	46250000	182	0
chrX	45250000	46500000	183	0
chrX	45500000	46750000	184	0
chrX	45750000	47000000	185	0
chrX	46000000	47250000	186	0
chrX	46250000	47500000	187	0
chrX	46500000	47750000	188	0
chrX	46750000	48000000	189	2
chrX	47000000	48250000	190	14
chrX	47250000	48500000	191	27
chrX	47500000	48750000	192	33
chrX	47750000	49000000	193	33
chrX	48000000	49250000	194	31
chrX	48250000	49500000	195	23
chrX	48500000	49750000	196	10
chrX	48750000	50000000	197	5
chrX	49000000	50250000	198	5
chrX	49250000	50500000	199	5
chrX	49500000	50750000	200	12
chrX	49750000	51000000	201	13
chrX	50000000	51250000	202	16
chrX	50250000	51500000	203	16
chrX	50500000	51750000	204	20
chrX	50750000	52000000	205	10
chrX	51000000	52250000	206	15
chrX	51250000	52500000	207	18
chrX	51500000	52750000	208	26
chrX	51750000	53000000	209	27
chrX	52000000	53250000	210	33
chrX	52250000	53500000	211	29
chrX	52500000	53750000	212	26
chrX	52750000	54000000	213	20
chrX	53000000	54250000	214	14
chrX	53250000	54500000	215	7
chrX	53500000	54750000	216	5
chrX	53750000	55000000	217	1
chrX	54000000	55250000	218	0
chrX	54250000	55500000	219	0
chrX	54500000	55750000	220	0
chrX	54750000	56000000	221	0
chrX	55000000	56250000	222	0
chrX	55250000	56500000	223	3
chrX	55500000	56750000	224	7
chrX	55750000	57000000	225	8
chrX	56000000	57250000	226	9
chrX	56250000	57500000	227	12
chrX	56500000	57750000	228	11
chrX	56750000	58000000	229	14
chrX	57000000	58250000	230	19
chrX	57250000	58500000	231	18
chrX	57500000	58750000	232	15
chrX	57750000	59000000	233	13
chrX	58000000	59250000	234	8
chrX	58250000	59500000	235	2
chrX	58500000	59750000	236	3
chrX	58750000	60000000	237	3
chrX	59000000	60250000	238	5
chrX	59250000	60500000	239	4
chrX	59500000	60750000	240	9
chrX	59750000	61000000	241	11
chrX	60000000	61250000	242	11
chrX	60250000	61500000	243	9
chrX	60500000	61750000	244	9
chrX	60750000	62000000	245	4
chrX	61000000	62250000	246	1
chrX	61250000	62500000	247	1
chrX	61500000	62750000	248	1
chrX	61750000	63000000	249	0
chrX	62000000	63250000	250	0
chrX	62250000	63500000	251	0
chrX	62500000	63750000	252	0
chrX	62750000	64000000	253	0
chrX	63000000	64250000	254	0
chrX	63250000	64500000	255	3
chrX	63500000	64750000	256	3
chrX	63750000	65000000	257	3
chrX	64000000	65250000	258	3
chrX	64250000	65500000	259	3
chrX	64500000	65750000	260	0
chrX	64750000	66000000	261	0
chrX	65000000	66250000	262	0
chrX	65250000	66500000	263	0
chrX	65500000	66750000	264	2
chrX	65750000	67000000	265	2
chrX	66000000	67250000	266	2
chrX	66250000	67500000	267	2
chrX	66500000	67750000	268	2
chrX	66750000	68000000	269	0
chrX	67000000	68250000	270	0
chrX	67250000	68500000	271	0
chrX	67500000	68750000	272	1
chrX	67750000	69000000	273	2
chrX	68000000	69250000	274	2
chrX	68250000	69500000	275	4
chrX	68500000	69750000	276	7
chrX	68750000	70000000	277	6
chrX	69000000	70250000	278	5
chrX	69250000	70500000	279	8
chrX	69500000	70750000	280	6
chrX	69750000	71000000	281	3
chrX	70000000	71250000	282	5
chrX	70250000	71500000	283	7
chrX	70500000	71750000	284	7
chrX	70750000	72000000	285	9
chrX	71000000	72250000	286	9
