chr11	0	750000	0	0
chr11	0	1000000	1	0
chr11	0	1250000	2	0
chr11	250000	1500000	3	0
chr11	500000	1750000	4	0
chr11	750000	2000000	5	0
chr11	1000000	2250000	6	0
chr11	1250000	2500000	7	0
chr11	1500000	2750000	8	0
chr11	1750000	3000000	9	0
chr11	2000000	3250000	10	2
chr11	2250000	3500000	11	17
chr11	2500000	3750000	12	25
chr11	2750000	4000000	13	34
chr11	3000000	4250000	14	46
chr11	3250000	4500000	15	61
chr11	3500000	4750000	16	54
chr11	3750000	5000000	17	57
chr11	4000000	5250000	18	94
chr11	4250000	5500000	19	99
chr11	4500000	5750000	20	91
chr11	4750000	6000000	21	112
chr11	5000000	6250000	22	107
chr11	5250000	6500000	23	71
chr11	5500000	6750000	24	63
chr11	5750000	7000000	25	58
chr11	6000000	7250000	26	43
chr11	6250000	7500000	27	42
chr11	6500000	7750000	28	32
chr11	6750000	8000000	29	23
chr11	7000000	8250000	30	22
chr11	7250000	8500000	31	13
chr11	7500000	8750000	32	29
chr11	7750000	9000000	33	33
chr11	8000000	9250000	34	35
chr11	8250000	9500000	35	32
chr11	8500000	9750000	36	28
chr11	8750000	10000000	37	6
chr11	9000000	10250000	38	2
chr11	9250000	10500000	39	0
chr11	9500000	10750000	40	0
chr11	9750000	11000000	41	0
chr11	10000000	11250000	42	2
chr11	10250000	11500000	43	3
chr11	10500000	11750000	44	8
chr11	10750000	12000000	45	46
chr11	11000000	12250000	46	48
chr11	11250000	12500000	47	57
chr11	11500000	12750000	48	57
chr11	11750000	13000000	49	53
chr11	12000000	13250000	50	17
chr11	12250000	13500000	51	15
chr11	12500000	13750000	52	4
chr11	12750000	14000000	53	3
chr11	13000000	14250000	54	2
chr11	13250000	14500000	55	0
chr11	13500000	14750000	56	0
chr11	13750000	15000000	57	0
chr11	14000000	15250000	58	0
chr11	14250000	15500000	59	0
chr11	14500000	15750000	60	0
chr11	14750000	16000000	61	0
chr11	15000000	16250000	62	0
chr11	15250000	16500000	63	2
chr11	15500000	16750000	64	4
chr11	15750000	17000000	65	6
chr11	16000000	17250000	66	9
chr11	16250000	17500000	67	15
chr11	16500000	17750000	68	13
chr11	16750000	18000000	69	12
chr11	17000000	18250000	70	12
chr11	17250000	18500000	71	9
chr11	17500000	18750000	72	7
chr11	17750000	19000000	73	21
chr11	18000000	19250000	74	26
chr11	18250000	19500000	75	24
chr11	18500000	19750000	76	26
chr11	18750000	20000000	77	34
chr11	19000000	20250000	78	33
chr11	19250000	20500000	79	37
chr11	19500000	20750000	80	56
chr11	19750000	21000000	81	71
chr11	20000000	21250000	82	64
chr11	20250000	21500000	83	53
chr11	20500000	21750000	84	43
chr11	20750000	22000000	85	27
chr11	21000000	22250000	86	24
chr11	21250000	22500000	87	22
chr11	21500000	22750000	88	33
chr11	21750000	23000000	89	40
chr11	22000000	23250000	90	43
chr11	22250000	23500000	91	31
chr11	22500000	23750000	92	32
chr11	22750000	24000000	93	22
chr11	23000000	24250000	94	32
chr11	23250000	24500000	95	50
chr11	23500000	24750000	96	56
chr11	23750000	25000000	97	56
chr11	24000000	25250000	98	60
chr11	24250000	25500000	99	45
chr11	24500000	25750000	100	24
chr11	24750000	26000000	101	18
chr11	25000000	26250000	102	16
chr11	25250000	26500000	103	11
chr11	25500000	26750000	104	10
chr11	25750000	27000000	105	9
chr11	26000000	27250000	106	6
chr11	26250000	27500000	107	4
chr11	26500000	27750000	108	3
chr11	26750000	28000000	109	1
chr11	27000000	28250000	110	0
chr11	27250000	28500000	111	2
chr11	27500000	28750000	112	11
chr11	27750000	29000000	113	12
chr11	28000000	29250000	114	15
chr11	28250000	29500000	115	16
chr11	28500000	29750000	116	19
chr11	28750000	30000000	117	11
chr11	29000000	30250000	118	17
chr11	29250000	30500000	119	16
chr11	29500000	30750000	120	17
chr11	29750000	31000000	121	17
chr11	30000000	31250000	122	18
chr11	30250000	31500000	123	14
chr11	30500000	31750000	124	22
chr11	30750000	32000000	125	44
chr11	31000000	32250000	126	75
chr11	31250000	32500000	127	92
chr11	31500000	32750000	128	110
chr11	31750000	33000000	129	102
chr11	32000000	33250000	130	90
chr11	32250000	33500000	131	54
chr11	32500000	33750000	132	36
chr11	32750000	34000000	133	29
chr11	33000000	34250000	134	31
chr11	33250000	34500000	135	25
chr11	33500000	34750000	136	27
chr11	33750000	35000000	137	29
chr11	34000000	35250000	138	24
chr11	34250000	35500000	139	32
chr11	34500000	35750000	140	42
chr11	34750000	36000000	141	84
chr11	35000000	36250000	142	96
chr11	35250000	36500000	143	93
chr11	35500000	36750000	144	89
chr11	35750000	37000000	145	76
chr11	36000000	37250000	146	35
chr11	36250000	37500000	147	19
chr11	36500000	37750000	148	13
chr11	36750000	38000000	149	5
chr11	37000000	38250000	150	3
chr11	37250000	38500000	151	1
chr11	37500000	38750000	152	2
chr11	37750000	39000000	153	2
chr11	38000000	39250000	154	2
chr11	38250000	39500000	155	2
chr11	38500000	39750000	156	3
chr11	38750000	40000000	157	2
chr11	39000000	40250000	158	2
chr11	39250000	40500000	159	2
chr11	39500000	40750000	160	6
chr11	39750000	41000000	161	6
chr11	40000000	41250000	162	5
chr11	40250000	41500000	163	5
chr11	40500000	41750000	164	7
chr11	40750000	42000000	165	3
chr11	41000000	42250000	166	4
chr11	41250000	42500000	167	6
chr11	41500000	42750000	168	6
chr11	41750000	43000000	169	4
chr11	42000000	43250000	170	5
chr11	42250000	43500000	171	10
